44544;VISTAVIT- L;0,005 %;Solución Oftálmica;SOLUCION OFTALMICA;Caja Frasco x 2,5 mL;1;11/01/2021 12:00:00 a.m.;EN03040;AC FARMA;ACT
44545;MEFLOQUINA;250 mg;Tableta;TABLETA;Caja Envase Blister Tabletas Recubiertas;100;03/03/2020 12:00:00 a.m.;EN00744;AC FARMA;ACT
44546;DENTODEX;0.12%;Solución para Gargarismo y Enjuage Bucal;SOLUCION;Frasco x 250 mL;1;26/06/2021 12:00:00 a.m.;N22646;INTRADEVCO;ACT
44547;GENTEAL GEL 0,3 % - GEL X 10 G;0.30%;Gel;JALEA;Caja Tubo x 10 g;1;18/11/2020 12:00:00 a.m.;EE02249;ALCON;ACT
44548;PRAMIZOL;1 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;30;16/10/2019 12:00:00 a.m.;EN00407;IQ FARMA;ACT
44549;PRAMIZOL;0.25 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;30;14/09/2017 12:00:00 a.m.;N27243;IQ FARMA;ACT
44550;AVONEX;30 µg/0.5 mL;Solución Inyectable;INYECTABLE;Caja Jeringa Prellenada x 0.5 mL;4;19/08/2018 12:00:00 a.m.;BE01043;STENDHAL;ACT
44551;DEXAMETASONA FOSFATO;4 mg/2 mL;Solución Inyectable;INYECTABLE;Caja Ampolla x 2 mL;25;26/09/2021 12:00:00 a.m.;EN04640;TEVA;ACT
44553;CLINOTRIN 3;150 mg/mL;Suspensión Inyectable;INYECTABLE;Caja Ampolla x 1 mL;1;16/06/2022 12:00:00 a.m.;EE05030;UNIDAS DEL PERU;ACT
44554;PARACETAMOL;150 mg/5 mL;Solución Oral;SOLUCION;Frasco x 90 mL;1;21/06/2022 12:00:00 a.m.;EE05044;INDAURA;ACT
44555;TAZOVAL;4.0 + 0.5 g;Polvo para Solución para Perfusión;INYECTABLE;Caja Vial;10;05/04/2023 12:00:00 a.m.;EE05869;CORVAL;ACT
44556;TACBANEN;1 g;Polvo para Solución Inyectable;INYECTABLE;Caja Vial;10;05/04/2023 12:00:00 a.m.;EE05871;CORVAL;ACT
44559;EXCALDENE;12.50%;Crema;CREMA;Caja Tubo x 20 g;6;11/09/2011 12:00:00 a.m.;N22830;INTRADEVCO;ACT
44560;DIFREVAL;0.05%;Crema;CREMA;Tubo x 20 g;1;27/09/2021 12:00:00 a.m.;EN03618;ECKERD;ACT
44561;LIDOCAINA CLORHIDRATO;1%;Solución Inyectable;INYECTABLE;Caja Ampolla x 3.5 mL;5;01/09/2022 12:00:00 a.m.;EE05251;INTIPHARMA;ACT
44562;AST;3 mg + 0.02 mg;Comprimido Recubierto;TABLETA;Caja Envase Blister Comprimidos Recubiertos;28;28/02/2022 12:00:00 a.m.;EE04777;ROEMMERS;ACT
44563;CRESTOR;10 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos Recubiertos;30;02/09/2021 12:00:00 a.m.;EE04070;ASTRAZENECA;ACT
44564;CRESTOR;20 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos Recubiertos;30;02/09/2021 12:00:00 a.m.;EE04071;ASTRAZENECA;ACT
44565;LEVOBIOTECH;750 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas Recubiertas;10;17/03/2022 12:00:00 a.m.;EE04791;BIOTECH;ACT
44566;CLACIER;0.05%;Solución Oftálmica;SOLUCION OFTALMICA;Caja Ampolla x 0.4 mL;30;12/06/2022 12:00:00 a.m.;EE05016;LANSIER;ACT
44567;CARDIOPROL;5 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;30;27/09/2021 12:00:00 a.m.;EN04653;AC FARMA;ACT
44568;FENILEFRINA;10%;Solución Oftálmica;SOLUCION OFTALMICA;Caja Frasco Gotero x 5 mL;1;15/08/2022 12:00:00 a.m.;EN05407;LANSIER;ACT
44569;FLORIL OFFICE;0,05%;Solución Oftálmica;SOLUCION OFTALMICA;Frasco Gotero x 10 mL;1;09/06/2019 12:00:00 a.m.;EN05603;LANSIER;ACT
44570;LANCIPROX- DX;0.3% + 0.1%;Suspensión Oftálmica;SUSPENSION OFTALMICA;Frasco Gotero x 5 mL;1;10/05/2022 12:00:00 a.m.;EN05769;LANSIER;ACT
44571;MEGATOB;3 mg + 1 mg + 0.25 mg;Solución Oftálmica;SOLUCION OFTALMICA;Caja Frasco Gotero x 5 mL;1;09/07/2019 12:00:00 a.m.;EN05454;LANSIER;ACT
44572;ESMIRTAL 10;10 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos Recubiertos;30;13/11/2020 12:00:00 a.m.;EE02213;ROEMMERS;ACT
44573;LUPRON PDS DEPOT;11.25 mg;Polvo y Disolvente para Suspensión Inyectable;INYECTABLE;Caja Jeringa Prellenada;1;31/05/2022 12:00:00 a.m.;EE04991;ABBVIE;ACT
44574;SYNAGIS;100 mg/mL;Solución Inyectable;INYECTABLE;Caja Vial x 0.5 mL;1;27/10/2022 12:00:00 a.m.;BE01092;ABBVIE;ACT
44575;SURVANTA;25 mg/mL;Suspensión Endotraqueal;SUSPENSION;Caja Vial x 8 mL;1;22/08/2022 12:00:00 a.m.;BE01088;ABBVIE;ACT
44576;DOLO ANEURIN;;Tableta Recubierta;TABLETA;Caja Folio Tabletas Recubiertas;10;09/03/2021 12:00:00 a.m.;EN05375;ALBIS;ACT
44577;DORSOF;2%;Solución Oftálmica;SOLUCION OFTALMICA;Caja Frasco Gotero x 5mL;1;20/06/2021 12:00:00 a.m.;EN05662;ALBIS;ACT
44578;AMIKAMED;500 mg/2 mL;Solución Inyectable;INYECTABLE;Caja Ampolla x 2mL;1;30/01/2019 12:00:00 a.m.;EN03316;ALBIS;ACT
44579;PREZISTA;300 mg;Comprimido;TABLETA;Caja Frasco x 120 Comprimidos;120;12/11/2012 12:00:00 a.m.;E19966;JOHNSON;ACT
44580;RITONAVIR;100 mg;Tableta Recubierta;TABLETA;Caja Frasco Tabletas Recubiertas;30;26/11/2020 12:00:00 a.m.;EE02392;PHARMARIS;ACT
44581;DENGVAXIA;;Polvo y Disolvente para Suspensión Inyectable;INYECTABLE;Caja Vial + Solvente jeringa Prellenada x 0.5 mL + Accesorios.;1;02/09/2021 12:00:00 a.m.;BE01055;SANOFI;ACT
44582;VENCLEXTA;100 mg;Tableta Recubierta;TABLETA;Caja Frasco Tabletas Recubiertas;120;06/04/2022 12:00:00 a.m.;EE04842;ABBVIE;ACT
44583;VALSARVITAE;160 mg;Comprimido Recubierto;TABLETA;Caja Envase Blister Comprimidos Recubiertas;28;14/11/2021 12:00:00 a.m.;EE04486;GALENICUM;ACT
44584;VALSARVITAE;80 mg;Comprimido Recubierto;TABLETA;Caja Envase Blister Comprimidos Recubiertas;28;14/11/2021 12:00:00 a.m.;EE04482;GALENICUM;ACT
44585;GENTAMICINA;160 mg/2 mL;Solución Inyectable;INYECTABLE;Caja Ampolla x 2 mL;1;23/04/2017 12:00:00 a.m.;EG5346;FARMINDUSTRIA;ACT
44586;KETOROLACO;60 mg/ 2 mL;Solución Inyectable;INYECTABLE;Caja Ampolla x 2 mL;1;10/11/2021 12:00:00 a.m.;EN03703;DANY;ACT
44587;ASEPTIL ROJO-S TOQUES;5%;Solución;SOLUCION;Caja Frasco x 20 mL;1;05/07/2012 12:00:00 a.m.;N20271;TEVA;ACT
44588;DICLOFENACO;75 mg/ 3 mL;Solución Inyectable;INYECTABLE;Caja Ampolla x 3 mL;10;09/03/2022 12:00:00 a.m.;EG5299;FARMINDUSTRIA;ACT
44589;DICLOFENACO;75 mg/ 3 mL;Solución Inyectable;INYECTABLE;Caja Ampolla x 3 mL;1;09/03/2022 12:00:00 a.m.;EG5299;FARMINDUSTRIA;ACT
44590;METOCLOPRAMIDA;10 mg/2 mL;Solución Inyectable;INYECTABLE;Caja Ampolla x 2mL;1;15/09/2019 12:00:00 a.m.;EE01094;J&M;ACT
44591;DEXKEVITAE;25 mg;Solución Oral;SOLUCION;Caja Sobre x 10 mL Solución Oral;10;07/07/2022 12:00:00 a.m.;EE05087;GALENICUM;ACT
44592;DUO-BRONCOL;250 mg + 4 mg /5 mL;Polvo para Suspensión Oral;SUSPENSION;Caja Frasco x 60 mL;1;24/05/2020 12:00:00 a.m.;EN02368;RUCEF;ACT
44593;GRIPALUD;500 mg + 5 mg + 2 mg/100 mL;Tableta Recubierta;TABLETA;Caja Envase Blíster Tabletas Recubiertas;150;28/02/2018 12:00:00 a.m.;EN04053;LUDBER;ACT
44594;GLUMIKIN;500 mg/2 mL;Solución Inyectable;INYECTABLE;Caja Ampolla x 2 mL;1;29/09/2020 12:00:00 a.m.;EE00770;TERBOL;ACT
44595;GRAVICOR;50 mg/5 mL;Solución Inyectable;INYECTABLE;Caja Ampolla x 5 mL;1;01/02/2022 12:00:00 a.m.;EN05155;CORVAL;ACT
44596;AGUA ESTERIL PARA INYECCIÓN;;Solución Inyectable;INYECTABLE;Caja Ampolla x 5 mL;1;07/12/2020 12:00:00 a.m.;EE02464;INVERS. JPS;ACT
44597;IBUSOL;100 mg/5 mL;Suspensión Oral;SUSPENSION;Caja Frasco x 60 mL;1;06/08/2017 12:00:00 a.m.;N27228;PORTUGAL;ACT
44598;XORLISTAT;120 mg;Cápsula;CAPSULA;Caja Envase Blíster Cápsulas;100;23/03/2022 12:00:00 a.m.;EN05256;NATURGEN;ACT
44599;HYNOFLEX;15 mg;Tableta;TABLETA;Caja Envase Blíster Tabletas;100;29/12/2021 12:00:00 a.m.;EN05071;HYNOSCHA;ACT
44600;ALERPLAX;10 mg;Cápsula Blanda;CAPSULA;Caja Envase Blíster Cápsulas Blandas;30;27/04/2022 12:00:00 a.m.;EN05326;NATURGEN;ACT
44601;DORMIDINA;25 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos Recubiertos;14;07/07/2022 12:00:00 a.m.;ee05089;GALENICUM;ACT
44602;VOXAMINE;50 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;10;05/11/2018 12:00:00 a.m.;EN00904;E.S.C. PHARMED;ACT
44603;MELOXEN;15 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas;30;10/12/2018 12:00:00 a.m.;EN04913;E.S.C. PHARMED;ACT
44604;AZO BACCIDAL;;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas Recubiertas;10;07/02/2013 12:00:00 a.m.;N24313;E.S.C. PHARMED;ACT
44606;CLINDESS;300 mg;Cápsula;CAPSULA;Caja Envase Blister Cápsulas;100;02/08/2021 12:00:00 a.m.;EN04104;MEDIFARMA;ACT
44607;GASEOVET CB;125 mg;Cápsula Blanda;CAPSULA;Caja Envase Blister Cápsulas;100;04/10/2021 12:00:00 a.m.;EN04734;MEDIFARMA;ACT
44608;ZYCOT COMPUESTO;;Tableta Recubierta;TABLETA;Caja Envase Blíster Tabletas Recubiertas;100;12/02/2013 12:00:00 a.m.;N24329;INTIPHARMA;ACT
44609;NEVANAC;0.10%;Suspensión Oftálmica;SUSPENSION OFTALMICA;Caja Frasco Gotero x 5 mL;1;20/11/2017 12:00:00 a.m.;EE03606;NOVARTIS;ACT
44610;PATANOL;0.10%;Solución Oftálmica;SOLUCION OFTALMICA;Caja Frasco Gotero x 5 mL;1;17/10/2021 12:00:00 a.m.;EE04937;NOVARTIS;ACT
44611;TAPSIN MIGRAÑA;250 mg + 250 mg + 65 mg;Comprimido Recubierto;TABLETA;Caja Sobres x 2 Comprimidos Recubiertos;20;26/12/2022 12:00:00 a.m.;EE05563;MAVER;ACT
44612;ALZIT;10 mg;Tableta Recubierta;TABLETA;Caja Tabletas Recubiertas;28;22/11/2020 12:00:00 a.m.;EE02202;UNIMED;ACT
44613;GRIPADYN;;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas Recubiertas;100;01/12/2013 12:00:00 a.m.;N25288;SHERFARMA;ACT
44614;ULTIVA;2 mg;Polvo para Solución Inyectable;INYECTABLE;Caja Vial;5;01/03/2017 12:00:00 a.m.;E19191;ASPEN;ACT
44615;ULTIVA;5 mg;Polvo para Solución Inyectable;INYECTABLE;Caja Vial;5;01/03/2017 12:00:00 a.m.;E19192;ASPEN;ACT
44616;ARIXTRA;7.5 mg/0.6 mL;Solución Inyectable;INYECTABLE;Caja Jeringas Prellenadas;2;28/06/2021 12:00:00 a.m.;EE03493;ASPEN;ACT
44617;ATORVFAR;20 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas Recubiertas;30;07/11/2017 12:00:00 a.m.;N24015;SHERFARMA;ACT
44618;ENATENSIL;20 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;30;23/10/2017 12:00:00 a.m.;N23963;SHERFARMA;ACT
44619;GEMPLEX®;15 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;30;16/10/2017 12:00:00 a.m.;N23933;AC FARMA;ACT
44620;GASEOVET CB;125 mg;Cápsula Blanda;CAPSULA;Caja Envase Blister Capsulas;10;04/10/2021 12:00:00 a.m.;EN04734;MEDIFARMA;ACT
44622;QUALITEARS PLUS;;Solución Oftálmica;SOLUCION OFTALMICA;Caja Frasco Gotero x 5 mL;1;10/06/2019 12:00:00 a.m.;EN03065;ALBIS;ACT
44623;BICALUTAMIDA;50 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas Recubiertas;100;21/09/2021 12:00:00 a.m.;EE04162;SEVEN;ACT
44624;PANADOL ANTIGRIPAL NF;;Tableta;TABLETA;Caja Sobre x 2 Tabletas Recubiertas;100;12/02/2018 12:00:00 a.m.;EE05129;GLAXO;ACT
44625;CLORO ALERGAN;2 mg/ 5 mL;Solución Oral;SOLUCION;Caja Frasco x 120 mL;1;10/08/2018 12:00:00 a.m.;EN05247;TEVA;ACT
44626;ALERCET;5 mg/ 5 mL;Jarabe;SOLUCION;Caja Frasco x 60 mL;1;02/04/2021 12:00:00 a.m.;EE02886;UNIMED;ACT
44627;FERANIN FORTE;50 mg/ mL;Solución Oral;SOLUCION;Caja Frasco Gotero x 20 mL;1;27/12/2021 12:00:00 a.m.;EN04993;QUIMICA SUIZA;ACT
44628;PRESSIX;160 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas Recubiertas;20;02/10/2018 12:00:00 a.m.;EN06017;NATURGEN;ACT
44629;CLORURO DE SODIO;0.90%;Solución Inyectable;INYECTABLE;Caja Ampolla x 20 mL;25;01/12/2018 12:00:00 a.m.;EE04263;LABOT;ACT
44630;CLOTRIMAZOL;500 mg;Tableta Vaginal;OVULO;CajaTabletas Vaginales;10;08/07/2022 12:00:00 a.m.;EN05799;NATURGEN;ACT
44631;TRIOVAL;120 mg + 7.50 mg + 0.75 mg;Suspensión Oral;SUSPENSION;Caja Frasco Gotero x 15 mL;1;18/05/2020 12:00:00 a.m.;EE04364;FARMAVAL;ACT
44632;ALBENDAZOL;200 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;50;28/10/2017 12:00:00 a.m.;EG653;GENFAR;ACT
44633;FERANIN;100 mg;Grageas;TABLETA;Caja Envase Blíster Grageas;30;01/09/2020 12:00:00 a.m.;EN02042;QUIMICA SUIZA;ACT
44634;FERANIN;100 mg;Grageas;TABLETA;Caja Envase Blíster Grageas;150;01/09/2020 12:00:00 a.m.;EN02042;QUIMICA SUIZA;ACT
44635;PROCLAT ALFA;4000 UI/mL;Solución Inyectable;INYECTABLE;Caja Vial;1;18/12/2018 12:00:00 a.m.;BE00193;AC FARMA;ACT
44636;TRAZIDEX UNGENA;0.3% + 0.1%;Ungüento Oftálmico;UNGUENTO OFTALMICO;Caja Tubo x 3.5 g;1;16/01/2022 12:00:00 a.m.;EE04748;LAB. OFTALMICOS;ACT
44637;FEMARA;2.5 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos Recubiertos;30;07/08/2022 12:00:00 a.m.;EE03281;NOVARTIS;ACT
44638;TAMOXIFENO;20 mg;Tableta Recubierta;TABLETA;Caja Envase Blíster Tabletas Recubiertas;30;08/02/2020 12:00:00 a.m.;EN00724;INDUQUIMICA;ACT
44639;NAPHACEL OFTENO;0.1%/0.5%.;Solución Oftálmica;SOLUCION OFTALMICA;Caja Frasco Gotero x 15 mL;1;13/09/2021 12:00:00 a.m.;EE04828;LAB. OFTALMICOS;ACT
44640;SYSTANE ULTRA;;Solución Oftálmica;SOLUCION OFTALMICA;Caja Frasco Gotero x 10 mL;1;01/09/2019 12:00:00 a.m.;EE02567;ALCON;ACT
44641;CIPRODEX;;Suspensión Oftálmica;SUSPENSION OFTALMICA;Caja Frasco Gotero x 5 mL;1;31/05/2020 12:00:00 a.m.;EE01720;FARMAVAL;ACT
44642;FEDIRAL;30 mg;Cápsula de Liberación Prolongada;CAPSULA;Caja Envase Blíster Cápsulas de Liberación Prolongada;20;29/01/2018 12:00:00 a.m.;EN04374;CAFERMA;ACT
44643;IMOT OFTENO;0.50%;Solución Oftálmica;SOLUCION OFTALMICA;Caja Frasco Gotero x 15 mL;1;13/09/2021 12:00:00 a.m.;EE03859;LAB. OFTALMICOS;ACT
44644;INFECTRIM FORTE;800 mg + 160 mg;Tableta;TABLETA;Caja Envase Blíster Tabletas;100;22/12/2017 12:00:00 a.m.;EN03451;HERSIL;ACT
44645;PRIMAQUINA;15 mg;Tableta;TABLETA;Caja Envase Blíster Tabletas;100;23/10/2022 12:00:00 a.m.;EN05659;IQ FARMA;ACT
44646;FOTORRETIN;;Solución Oftálmica;SOLUCION OFTALMICA;Caja Frasco Gotero x 5 mL;1;24/11/2020 12:00:00 a.m.;EE04498;ROEMMERS;ACT
44647;ACIDO SELENIOSO;400 µg Se/10 mL;Solución Inyectable;INYECTABLE;Caja Ampolla x 10 mL;1;08/04/2019 12:00:00 a.m.;EE03736;ALM;ACT
44648;KRYTANTEK OFTENO;20 mg + 5 mg + 2 mg;Solución Oftálmica;SOLUCION OFTALMICA;Caja Frasco Gotero x 5 mL;1;28/02/2018 12:00:00 a.m.;EE03922;LAB. OFTALMICOS;ACT
44649;HANALGEZE;10 mg;Tableta Recubierta;TABLETA;Caja Envase Blíster Tabletas Recubiertas;50;14/06/2022 12:00:00 a.m.;EN04910;HERSIL;ACT
44650;AMOXICILINA;250 mg/5 mL;Polvo para Suspensión Oral;SUSPENSION;Caja Frasco x 60 mL;1;28/06/2017 12:00:00 a.m.;EG6447;QUIMICA SUIZA;ACT
44651;RANITIDINA;300 mg;Tableta Recubierta;TABLETA;Caja Envase Blíster Tabletas Recubiertas;100;07/02/2022 12:00:00 a.m.;EN05152;NATURGEN;ACT
44652;OESTRACLIN;0.06 g/100 g;Gel;JALEA;Caja Tubo x 80 g + Accesorio;1;29/09/2022 12:00:00 a.m.;EE05343;CORP. PHARMA SOLUTIONS PERU SAC;ACT
44653;PNEUMO 23;;Solución Inyectable;INYECTABLE;Caja Jeringa Prellenada x 0.5 mL;1;25/11/2019 12:00:00 a.m.;BE0047;SANOFI;ACT
44654;XELODA;500 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos Recubiertos;120;07/04/2021 12:00:00 a.m.;EE02878;ROCHE;ACT
44655;CITARABINA;100 mg;Polvo para Solución Inyectable;INYECTABLE;Caja Vial;1;04/02/2021 12:00:00 a.m.;EE02647;PERULAB;ACT
44656;ETOPOSIDO;100 mg/5 mL;Solución Inyectable;INYECTABLE;Caja Vial x 5 mL;1;04/02/2021 12:00:00 a.m.;EE02716;PERULAB;ACT
44657;DOXORUBICINA;50 mg;Polvo para Solución Inyectable;INYECTABLE;Caja Vial;1;28/11/2019 12:00:00 a.m.;EG6549;PERULAB;ACT
44658;PACLITAXEL;100 mg/16,7 mL;Solución Inyectable;INYECTABLE;Caja Vial x 16.7 mL;1;05/07/2020 12:00:00 a.m.;EE01501;PERULAB;ACT
44659;VINORELBINA;50 mg/5 mL;Concentrado para Solución para Perfusión;INYECTABLE;Caja Vial x 5 mL;1;07/06/2021 12:00:00 a.m.;EE03003;PERULAB;ACT
44660;PREZISTA;600 mg;Comprimido Recubierto;TABLETA;Caja Frasco Comprimidos Recubiertos;60;25/07/2019 12:00:00 a.m.;E23256;JOHNSON;ACT
44661;TECENTRIQ;1200 mg/ 20 mL;Concentrado para Solución para Perfusión;INYECTABLE;Caja Vial x 20 mL;1;30/11/2022 12:00:00 a.m.;BE01094;ROCHE;ACT
44662;IBUPROFENO;400 mg;Tableta;TABLETA;Caja Envase Blíster Tabletas;100;24/07/2021 12:00:00 a.m.;EN02812;IQ FARMA;ACT
44663;BRONCOPHAR PLUS;15 mg + 2 mg + 2 mg/5 mL;Jarabe;SOLUCION;Caja Envase Blíster Unitoma Sist. DIEPHAR x 5 mL;60;23/03/2022 12:00:00 a.m.;EN05593;FARVET;ACT
44664;NOVOBLOCK 10;10 mg;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos Recubiertos;30;27/10/2021 12:00:00 a.m.;EE04426;QUIMFA;ACT
44665;PLUSZOL;150 mg;Cápsula;CAPSULA;Caja Envase Blíster Cápsulas;1;23/04/2019 12:00:00 a.m.;EN05785;FARM. MEDICAL;ACT
44666;AZITROMEDIC;500 mg;Tableta Recubierta;TABLETA;Caja Envase Blíster Tabletas Recubiertas;3;27/05/2019 12:00:00 a.m.;EN05545;FARM. MEDICAL;ACT
44667;TAMSULON DUO;0.5 mg + 0.4 mg;Cápsula;CAPSULA;Caja Envase Blíster Cápsulas;30;02/03/2023 12:00:00 a.m.;EE05759;TECNOFARMA;ACT
44668;GLIRIBET;2 mg;Comprimido;TABLETA;Caja Envase Blíster Comprimidos;15;14/10/2021 12:00:00 a.m.;EN04756;CIFARMA;ACT
44669;ALOPURINOL;100 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;200;20/10/2020 12:00:00 a.m.;EN02271;IQ FARMA;ACT
44670;QUEMACURAN-L;;Pomada;UNGUENTO;Caja Tubo x 15 g;1;06/03/2017 12:00:00 a.m.;EE01454;INTI;ACT
44672;GASEOFLAT FRESA;100 mg/mL;Suspensión Oral;SUSPENSION;Caja Frasco x 15 mL;1;03/11/2022 12:00:00 a.m.;EN05719;INTIPHARMA;ACT
44673;GASEOFLAT ANIS;100 mg/mL;Suspensión Oral;SUSPENSION;Caja Frasco x 15mL;1;03/11/2022 12:00:00 a.m.;EN05718;INTIPHARMA;ACT
44674;CLEMBUFLEM DILAT;7.5 mg + 0.005 mg/5 mL;Jarabe;SOLUCION;Caja Frasco x 120 mL;1;30/10/2022 12:00:00 a.m.;EN05680;INTIPHARMA;ACT
44676;VASOCOR;75 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas Recubiertas;20;20/12/2017 12:00:00 a.m.;EN02876;QUALIPHARM;ACT
44677;EPRAZ 20;20 mg;Cápsula de Liberación Retardada;CAPSULA;Caja Envase Blister Cápsulas de Liberación Retardada;30;02/08/2022 12:00:00 a.m.;EE05156;OQ PHARMA;ACT
44678;PAROXETINA;20 mg;Comprimido Recubierto;TABLETA;Caja Envase Blister Comprimido Recubierto;20;08/08/2021 12:00:00 a.m.;EE03756;GENFAR;ACT
44679;CLARIVIT;500 mg;Tableta;TABLETA;Caja Envase Blíster Tabletas;50;18/06/2019 12:00:00 a.m.;EN05964;MEDROCK;ACT
44680;ZINALLERGY-10;5 mg/5 mL;Jarabe;SOLUCION;Caja Frasco x 60 mL;1;07/10/2019 12:00:00 a.m.;EN04532;VAG PHARMA;ACT
44681;CODIPRONT;30 mg + 10 mg;Cápsula;CAPSULA;Caja Envase Blíster Cápsulas;10;07/10/2019 12:00:00 a.m.;EE04407;GRUNENTHAL;ACT
44682;ZITRONNOVA;500 mg;Tableta Recubierta;TABLETA;Caja Envase Blíster Tabletas Recubiertas;60;14/08/2019 12:00:00 a.m.;EN04706;AG FARMA;ACT
44683;CLEMBUFLEM DILAT;;Jarabe;SOLUCION;Caja Frasco x 120 mL;1;30/11/2020 12:00:00 a.m.;EN02638;INTIPHARMA;ACT
44684;CLAVOXILIN PLUS;1 g;Comprimido Recubierto;TABLETA;Caja Envase Blíster Comprimidos Recubiertos;16;05/09/2018 12:00:00 a.m.;EE03593;PHARBAL;ACT
44685;CEFACROL IV 1000;1 g;Polvo para Solución Inyectable;INYECTABLE;Caja Vial + Ampolla Solvente x 10 mL;1;22/09/2021 12:00:00 a.m.;EN04952;MEDIFARMA;ACT
44686;SITIDERM NF;0.050 g + 0.100 g + 1.000 g;Crema;CREMA;Caja Tubo x 10 g;1;08/06/2022 12:00:00 a.m.;EN05459;MEDIFARMA;ACT
44687;AMIKABIOT;250 mg/2 mL;Solución Inyectable;INYECTABLE;Caja Ampolla x 2 mL;3;17/02/2018 12:00:00 a.m.;EN03700;MEDIFARMA;ACT
44688;CLORURO DE SODIO;9 ‰;Solución para Perfusión;INYECTABLE;Caja Bolsa x 100 mL;36;08/09/2019 12:00:00 a.m.;EN04226;MEDIFARMA;ACT
44689;TERBISIL;1%;Crema;CREMA;Caja Tubo x 15 g;1;08/04/2022 12:00:00 a.m.;EN05329;AC FARMA;ACT
44690;DOZIL-5;5 mg;Tableta Recubierta;TABLETA;Caja Envase Blíster Tabletas Recubiertas;30;30/05/2022 12:00:00 a.m.;EE04969;ACCORD;ACT
44691;DOZIL-10;10 mg;Tableta Recubierta;TABLETA;Caja Envase Blíster Tabletas Recubiertas;30;30/05/2022 12:00:00 a.m.;EE04970;ACCORD;ACT
44692;NEWCAINA;2% 1:80.000;Solución Inyectable;INYECTABLE;caja carpula x 1.8 mL;50;31/05/2022 12:00:00 a.m.;EE04988;TARRILLO BARBA;ACT
44693;PRENHIXIN;20 mg;Tableta;TABLETA;Caja Envase Blister Tabletas;100;31/08/2019 12:00:00 a.m.;EN04713;VANOCI;ACT
44694;DOLOCOXIB;200 mg;Cápsula;CAPSULA;Caja Envase Blíster Cápsulas;100;21/04/2022 12:00:00 a.m.;EN05298;LAS AMERICAS;ACT
44695;ERTAGRAM;1 g;Polvo para Solución Inyectable;INYECTABLE;Caja Vial;1;09/01/2023 12:00:00 a.m.;EE05595;ELIPTICA PHARMACEUTICALS S.A.C.;ACT
44696;SAYANA PRESS;104 mg/ 0.65 mL;Suspensión Inyectable;INYECTABLE;Caja Inyectores precargados x 65 mL;200;30/04/2023 12:00:00 a.m.;EE05935;PFIZER;ACT
44697;OME-FRENACID;20 mg;Cápsula de Liberación Retardada;CAPSULA;Caja Envase Blíster Cápsulas de Liberación Retardada;100;17/10/2017 12:00:00 a.m.;EE04198;BIOTECH;ACT
44698;PRESICAPTIL;25 mg;Tableta;TABLETA;Caja Envase Blíster Tabletas;30;12/09/2017 12:00:00 a.m.;EN01277;SHERFARMA;ACT
44699;DOLODYP;;Tableta Recubierta;TABLETA;Caja Envase Blíster Tabletas Recubiertas;100;16/11/2012 12:00:00 a.m.;N24056;SHERFARMA;ACT
44700;TRI - LIVE;600 mg + 200 mg + 300 mg;Tableta Recubierta;TABLETA;Caja Frasco Tabletas Recubiertas;30;29/04/2021 12:00:00 a.m.;EE02997;ELIPTICA PHARMACEUTICALS S.A.C.;ACT
44701;GEMFIBROLIP;600 mg;Tableta Recubierta;TABLETA;Caja Envase Blister Tabletas Recubiertas;20;22/10/2017 12:00:00 a.m.;N23958;SHERFARMA;ACT
44702;LACTUFAR;3.3 g/5 mL;Solución Oral;SOLUCION;Frasco x 180 mL;1;24/08/2019 12:00:00 a.m.;EN03887;SHERFARMA;ACT
44703;AKAMYCINA;500 mg/2 mL;Solución Inyectable;INYECTABLE;Caja Ampolla x 2 mL;1;27/11/2020 12:00:00 a.m.;EE02395;SHERFARMA;ACT
44704;AKAMYCINA;500 mg/2 mL;Solución Inyectable;INYECTABLE;Caja Ampolla x 2 mL;10;27/11/2020 12:00:00 a.m.;EE02395;SHERFARMA;ACT
